,id,photographer,nationality,description,persons,tot_persons,organizations,tot_organizations,places,tot_places
340,340,Caspar Sonnen,the Netherlands,"Caspar Sonnen is the new media coordinator for the International Documentary Film Festival Amsterdam (IDFA) and curator of the festival's IDFA DocLab, a competition program for new forms of documentary and interactive storytelling. Sonnen studied new media and film at Utrecht University. He has worked for film and media art festivals, as a freelance film journalist, and as a cinema programmer. In 2003, he co-founded Seize the Night, an open air film festival in Amsterdam. In 2005, Sonnen joined IDFA, developing several new digital festival initiatives, ranging from small online documentary storytelling experiments to the festival’s online documentary channel IDFA TV. He launched the IDFA DocLab in 2008, to showcase projects that use digital technology to expand traditional forms of documentary storytelling. The program quickly grew into an international platform for interactive webdocs and other new genres where digital technology and documentary storytelling converge. Since 2010, IDFA DocLab has also included an official competition program for digital documentary storytelling. In addition to IDFA DocLab, Sonnen also organizes guest programs at other
	festivals, such as the Berlinale and SXSW Film & Interactive, as well as initiatives such as PhotoStories, a conference for multimedia photography, held in 2011.
	 ","{'Caspar Sonnen', 'Sonnen'}",2,"{'Utrecht University', 'IDFA TV', 'PhotoStories', 'IDFA', 'the International Documentary Film Festival', 'Seize', 'IDFA DocLab', 'Sonnen'}",8,{'Amsterdam'},1
341,341,Casper Dalhoff,Denmark,,set(),0,set(),0,set(),0
342,342,Catalina Martin-Chico,France/Spain,Photo credit: Jérôme Bonnet,set(),0,{'Bonnet'},1,set(),0
343,343,Catherine Spangler,USA,Photo credit:Catherine Spangler by © Andrew White,"{'© Andrew White', 'Catherine Spangler'}",2,set(),0,set(),0
344,344,Catherine Spangler,USA,"As a staff video journalist for The New York Times, she collaborated with photographers, videographers, programmers and designers across the newsroom. In 2013, she was the video producer for ""Snow Fall: The Avalanche at Tunnel Creek."" The project was hailed as “a spectacular example of the potential of digital-age storytelling,” and won the Pulitzer Prize, a Peabody Award, and was nominated for an Emmy. At The New Yorker, Catherine is responsible for the editorial vision of the video department, managing original series and short form documentary storytelling. She hunts for cinematic stories with impact.  Catherine was a Roy H. Park fellow and Master’s candidate at the School of Journalism and Mass Communication at UNC-Chapel Hill. Her work has earned accolades from Pictures of the Year International, World Press Photo, National Press Photographer's Association, Online News Association, Society for News Design, American Society of News Editors, Scripps Howard Foundation, SXSW Interactive and the Webbys.","{'Roy H. Park', 'a Peabody Award', 'Catherine'}",3,"{'SXSW Interactive', 'World Press Photo', 'American Society of News Editors', 'The New Yorker', 'Society for News Design', 'Scripps Howard Foundation', 'UNC-Chapel Hill', 'The New York Times', ""National Press Photographer's Association"", 'the School of Journalism and Mass Communication', 'Tunnel Creek'}",11,set(),0
345,345,Cecilia Larrabure,Peru,,set(),0,set(),0,set(),0
346,346,Cédric Gerbehaye,Belgium,"After working in Israel and Palestine, Cédric Gerbehaye made regular visits to the Democratic Republic of Congo. The resulting work, Congo in Limbo, was published in a book (Le Bec en l'Air, 2010), shown in numerous exhibitions and has received seven international awards including World Press Photo, Amnesty International Award and the Olivier Rebbot Award from the Overseas Press Club of America. His series Land of Cush in South Sudan (supported by the Magnum Foundation Emergency Fund, the Fnac Grant and the Pulitzer Center on Crisis Reporting) was awarded the SCAM Prize in 2012. Also in 2012, the first part of his new series on his homeland Belgium was shown at the Saint Brieuc Photoreporter Festival. As part of the 2013 edition of Sète photo festival ImageSingulières, he published the book Sète#13.",set(),0,"{'ImageSingulières', 'the Fnac Grant', 'World Press Photo', 'the Overseas Press Club of America', 'the Magnum Foundation Emergency Fund', 'Amnesty International Award'}",6,"{'Belgium', 'Limbo', 'the Democratic Republic of Congo', 'Israel', 'Palestine'}",5
347,347,Cédric Mal,none,"He founded and runs Le Blog documentaire, the go-to French website about documentaries on web, TV, cinema and elsewhere. He has directed several films and written several books. Cédric Mal began making films in France, Cuba and Nicaragua. In parallel, he works as films critic for different French media, including the wellknown IMAGES documentaries review. In 2008, he wrote his first book on Claire Denis, Cinéaste à part, et entière… He’s also co-author of the acclaimed Le webdoc existe-t-il ? (2014), and of the professional panorama Les nouveaux producteurs : la French touch de la webcreation. He’s also part of different French commissions related to the present and future of documentaries in France. He regularly participates in organizing and animating events, meetings and festivals around films and interactive programs. He has been several times jury in French competitions. He’s also regularly requested as advisor on documentary projects.","{'Les', 'Cédric Mal', 'Cinéaste', 'Claire Denis'}",4,{'IMAGES'},1,"{'France', 'Cuba', 'Nicaragua'}",3
348,348,Cees Boer,The Netherlands,,set(),0,set(),0,set(),0
349,349,Celina Lunsford,US/Germany,"As artistic director of the Fotografie Forum Frankfurt (FFF), Celina Lunsford is the chief curator for its changing exhibition program. The FFF was founded in 1984 and is an exhibition center dedicated to international photographic arts. Lunsford is continually looking for contemporary photographic work to include in exhibitions or to write about. She is a curator for RAY Photography Projects Frankfurt RhineMain, a triennial for international photography. Lunsford advises collectors and is currently on the nominating committee for the Prix Pictet Award for Photography and a member of the Deutsche Börse Photography Prize Academy. In 2013 she was the guest juror of the European Publishers Award for Photography and the Carmignac Gestion Photojournalism Award. Lunsford was elected as the Vice President of the Deutsche Fotografische Akademie (German Photographic Academy) in 2010 and has been a member of the Oracle Conference of International Photography Curators since 2003. Through such posts as facilitator for the World Press Photo Joop Swart Masterclass in 2009 and the ASEF (Asia-Europe Foundation) Forum for Photographers in 2007, Lunsford has mentored a wide range of international emerging photographic artists. She has juried numerous awards throughout the years such as the Award of the Festival International de Mode et de Photographie Hyères, the European Central Bank Annual Photography Award and Fotobook Festival Dummy Award, Kassel.",{'Celina Lunsford'},1,"{'RAY Photography Projects Frankfurt RhineMain', 'the European Publishers Award for Photography', 'the European Central Bank Annual Photography Award', 'the Prix Pictet Award for Photography', 'FFF', 'the Carmignac Gestion Photojournalism Award', 'the World Press Photo Joop Swart Masterclass', 'Kassel', 'ASEF', 'the Oracle Conference of International Photography Curators', 'German Photographic Academy', 'the Deutsche Börse Photography Prize Academy', 'the Fotografie Forum Frankfurt', 'Lunsford', 'the Deutsche Fotografische Akademie'}",15,set(),0
350,350,Cemil Batur Gökçeer,Turkey,"Cemil Batur Gökçeer is self-educated in photography. He has participated in international educational programs such as the Reflexions Masterclass and European Borderlines Project of ISSP. His work has been exhibited in several cities in Turkey and has been published in national and international magazines. He is one of the founders of Torun, an independent artist initiative and art space in Ankara. ",{'Cemil Batur Gökçeer'},1,"{'European Borderlines Project', 'the Reflexions Masterclass', 'Torun'}",3,"{'Ankara', 'Turkey'}",2
351,351,Chad Stevens,none,"As an associate professor in visual communication at the University of North Carolina-Chapel Hill, Stevens teaches courses in photojournalism and documentary storytelling. He has also taught at the International Center of Photography, Ohio University and Western Kentucky University and has coached numerous workshops around the country. Stevens has judged international photography and multimedia competitions and served as a juror in the 2016 Full Frame Film Festival. Previous to his tenure at UNC, Stevens was a producer/editor at MediaStorm, where he produced award-winning short films. His work has been recognized in national and international competitions including an Emmy in New Approaches in Documentary. Overburden has received many honors including the Special Jury Prize at the Banff Mountain Film festival, Best Environmental Film Award at the New York Wild Film Festival and Honorable Mention for the Full Frame Film Festival Nicholas School for the Environmental Award. After nearly 10 years of filming, Chad A. Stevens’ first feature-length documentary, Overburden, was released in 2015. Overburden – described by the Huffington Post as “One of the most timely, poetic and informed film documentaries of the year” – has screened around the globe and broadcast on the WORLD Channel in 2017. Stevens has also created short films with National Geographic Magazine, the United Nations Population Fund’s Campaign to End Child Marriage, the Los Angeles Times, Yale e360 and the Open Society Foundations.","{'Stevens', 'Chad A. Stevens'}",2,"{'MediaStorm', 'the United Nations Population Fund’s Campaign to End Child Marriage', 'UNC', 'the University of North Carolina-Chapel Hill', 'the Los Angeles Times', 'Yale', 'the WORLD Channel', 'Western Kentucky University', 'National Geographic Magazine', 'Best Environmental Film Award', 'the Open Society Foundations', 'the Huffington Post', 'Ohio University'}",13,{'Overburden'},1
352,352,Chan Young Park,United States,Image credit: Chan Young Park,set(),0,set(),0,set(),0
353,353,Chang He,China,"In 2003, he joined Oriental Morning Post in Shanghai as deputy chief editor. He innovated the visuals’ workflow, teamed photojournalists with designers and photo editors, and built a well-rounded visuals team, which set a new model for other metropolitan newspapers in the country. In 2014, Chang He led the Oriental Morning Post’s visuals team to transform to new media platforms. The team is now part of Thepaper.cn, which is the most downloaded original news app in China. Chang He’s photo series about zoos in China won the second prize in the nature category of the 2007 World Press Photo Contest.",{'Chang'},1,"{'Oriental Morning Post', 'Thepaper.cn'}",2,"{'China', 'Shanghai'}",2
354,354,Charles Hires,USA,,set(),0,set(),0,set(),0
355,355,Charles Mason,USA,,set(),0,set(),0,set(),0
356,356,Charles Ommanney,USA,"His primary interests are social issues and the effects of public policy at local and international levels. Ommanney works extensively in the United States covering politics, education, race, immigration and poverty among others. His work has appeared across the globe and his images have graced the covers of magazines such as Newsweek, Time, Vanity Fair, Stern, Paris Match and Rolling Stone. Ommanney’s stories have been acknowledged by the World Press Foundation, POYi, NPPA, Communication Arts, WHNPA, Prix de la Photographie Paris, The Alfred Eisenstaedt Life magazine award and PDN Annuals.",{'Photographie Paris'},1,"{'Newsweek', 'Communication Arts', 'Vanity Fair', 'The Alfred Eisenstaedt Life', 'Time', 'PDN Annuals', 'the World Press Foundation', 'Paris Match', 'WHNPA', 'Prix de la', 'Rolling Stone'}",11,"{'the United States', 'Stern'}",2
357,357,Charles Robinson,USA,,set(),0,set(),0,set(),0
358,358,Charlie Cole,USA,"American photographer Charlie Cole (Texas, USA, 1955) left the USA in 1980 for Japan, where he worked as a photojournalist for such magazines as Newsweek, Time, The New York Times and Wallstreet Journal. His work for Newsweek, which he joined in 1987, has taken him all over Asia. Charlie Cole now lives in Bali, Indonesia, where he works as an independent photographer for both commercial and editorial clients.",{'Charlie Cole'},1,"{'Newsweek', 'Time', 'The New York Times', 'Wallstreet Journal'}",4,"{'Bali', 'Texas', 'USA', 'Indonesia', 'Japan'}",5
359,359,Chen Jie,China,"From 2005 to 2014, he was the director of photography at the Beijing News and associate editor of Visual Center. In May of 2014, he quit his office work and became a photojournalist again.",set(),0,"{'Visual Center', 'the Beijing News'}",2,set(),0
360,360, Chen Qinggang,China,,set(),0,set(),0,set(),0
361,361,Cheong-han Aw,Hong Kong,,set(),0,set(),0,set(),0
362,362,Chiara Avesani,none,,set(),0,set(),0,set(),0
363,363,Chick Harrity,USA,,set(),0,set(),0,set(),0
364,364, Chien-Chi Chang,Taiwan,,set(),0,set(),0,set(),0
365,365, Chien-Min Chung,Taiwan,,set(),0,set(),0,set(),0
366,366,Chloe Gbai,United States,"Chloe Gbai is an Emmy-nominated producer and the Director of IF/Then Shorts at Field of Vision, a program that identifies and supports original, standalone short documentaries by filmmakers working in and representing their communities. 

Previously, as the POV Shorts and Streaming Producer, she launched POV Shorts, which in its first season earned an Academy Award nomination for Best Documentary Short, two Emmy nominations and an IDA Awards nomination for Best Short Form Series. She is a member of Brown Girls Doc Mafia, a 2020 Impact Partners Producing Fellow and a member-in-residence of the Meerkat Media Collective.


Chloe Gbai on Social Media:
Instagram: @chloegbai
Twitter: @ChloeGbai Portrait credit: Ana Catalá","{'Previously', 'Chloe Gbai', 'Brown', 'Portrait', 'Doc Mafia'}",5,"{'Social Media', 'Academy Award', '@chloegbai', 'Catalá', 'the POV Shorts and Streaming Producer', 'the Meerkat Media Collective'}",6,set(),0
367,367, Cho Sung Su,South Korea,,set(),0,set(),0,set(),0
368,368,Chris Bode,The Netherlands,,set(),0,set(),0,set(),0
369,369,Chris Boot,United Kingdom,"Chris Boot has been executive director of Aperture Foundation since 2011. Previously, he was director of London’s Photo Co-Op (since renamed Photofusion), an independent photography education center, as well as Director of Magnum Photos, first in London (1984-1990), then in New York (1990-98). Additionally, he launched his own photo book publishing company, Chris Boot Ltd., in 2001, where his books included ICP award-winners Lodz Ghetto Album (2004) and Things as They Are: Photojournalism in Context Since 1955 (2005).","{'Lodz Ghetto Album', 'Chris Boot'}",2,"{'ICP', 'London’s', 'Chris Boot Ltd.', 'Magnum Photos', 'Photo Co-Op', 'Aperture Foundation'}",6,"{'New York', 'London'}",2
370,370,Chris Detrick,USA,,set(),0,set(),0,set(),0
371,371,Chris Donovan,Canada,"Chris Donovan is a documentary photographer and member of Boreal Collective currently based between Toronto and New Brunswick, Canada. 

Inspired by his industrial hometown, Saint John, on Canada’s east coast, his work focuses on the intersection of community and industry. This area of interest has led him to work extensively in Atlantic Canada and in Flint, Michigan. 
 
Donovan works mostly on long-term documentary projects and places importance on active engagement with the communities that he photographs.
 
He is currently working on three book projects. The first, Stay Solid or Move West, is a diaristic look at Maritime culture and sense of belonging in Toronto. Those Who Stay Will Be Champions follows the Flint Jaguars high school basketball team and highlights the culture of basketball excellence in Flint, Michigan. The Cloud Factory documents his hometown of Saint John and explores issues of environmental classism in a city that relies on environmentally harmful industries for survival. 
 
Donovan’s work has been recognized by Pictures of the Year International, the Alexia Foundation, the Sony World Photography Awards, the National Newspaper Awards, the National Gallery of Canada, and the News Photographers Association of Canada, including being named Canadian Photojournalist of the Year in 2017 and 2018. His editorial clients include The New York Times, The Washington Post, The Globe and Mail, Maclean's Magazine, ESPN, and others.
 
He is currently working toward an MFA in Documentary Media from Ryerson University and previously studied Photojournalism at Loyalist College and Fine Arts at Mount Allison University.
 
World Press Photo Involvement:
Award-winning photographer 2021 Photo Contest

Chris Donovan on Social Media:
Instagram: @cdonovanphoto Image credit: Chris Donovan","{'@cdonovanphoto Image', 'Stay Solid', 'Chris Donovan', 'Saint John'}",4,"{'the National Newspaper Awards', 'World Press Photo Involvement', 'The New York Times', 'ESPN', 'the Sony World Photography Awards', 'the Alexia Foundation', 'the News Photographers Association of Canada', 'the Year International', ""Maclean's Magazine"", 'MFA', 'the National Gallery of Canada', 'Loyalist College', 'Boreal Collective', 'Mount Allison University', 'The Globe and Mail', 'Social Media', 'The Washington Post', 'Ryerson University', 'Documentary Media'}",19,"{'Flint Jaguars', 'Toronto', 'Flint', 'Michigan', 'Canada', 'New Brunswick'}",6
372,372,Chris Hondros,USA,"American photojournalist Chris Hondros (New York City, 1970 - Misrata, Libya, 2011) studied English literature at North Caroline State University before becoming a photographer. In 1991, he attended the Eddie Adams Workshop. He began his career at the Troy Daily News in Ohio, followed by a stint at the Fayetteville Observer. He returned to New York in 1998 to concentrate on international reporting. He covered many of the world's major conflicts zones in the 1990s, including Kosovo, Angola, Siera Leone, Afghanistan, Kashmir, the West Bank, Iraq and Liberia. His work appeared in magazines such as Newsweek, The Economist and The New York Times. On 20 April 2011, he was fatally wounded in a mortar attack in Misrata, Lybia, while covering the 2011 Libyan civil war. Photojournalist Tim Hetherington died in the same attack.  ","{'Tim Hetherington', 'Chris Hondros'}",2,"{'Newsweek', 'The Economist', 'the Troy Daily News', 'The New York Times', 'the Eddie Adams Workshop', 'North Caroline State University'}",6,"{'Lybia', 'Liberia', 'Siera Leone', 'Afghanistan', 'Kosovo', 'Iraq', 'Misrata', 'New York City', 'Angola', 'the West Bank', 'Ohio', 'Libya', 'New York'}",13
373,373,Chris Keulen,The Netherlands,"He studied Dutch language and literature in Nijmegen and photography at the Royal Art Academy in The Hague. His personal documentary work deals with everyday life in the Netherlands and internationally. Keulen looks to give a place to small themes alongside major international news stories. He works on commission for NRC Handelsblad, Trouw, Geo, National Geographic, the University of Maastricht, the Province of Limburg and spends considerable time on his own projects. Since 1995, Keulen has been associated with the Dutch publications NRC Handelsblad and Trouw, while based in Maastricht. His work has been featured and published on a national and international level and has been on show three times at Visa pour l'Image in Perpignan. He won a World Press Photo first prize in Sports stories in 2000 as well as eleven prizes from the Zilveren Camera. In 2008 he published the photobook Hete Glasspinters: le Tour d'Afrique (Hot Splinters of Glass: Le Tour d'Afrique) about bicycle racing in Central Africa, which he photographed for five years. The photos were exhibited in Maastricht (Centre Ceramique), Breda (Bredaphoto), Cologne (Photokina), Emmen (buitenexpo), Perpignan (Visa pour l'image), Amsterdam (OBA), Antwerp (Persmuseum) and Brussels (Galerie Husson). He has received several grants in support of his work from the Netherlands Foundation for Visual Arts, Design and Architecture. Keulen is currently working on two projects: Maastricht Cultural Capital and the 50 years of independence in Africa. He is represented by Panos (worldwide), Laif (Germany) and Hollandse Hoogte (the Netherlands).","{'Laif', 'Galerie Husson', 'Perpignan', 'Breda', 'Hollandse Hoogte', 'Emmen'}",6,"{'National Geographic', 'NRC', 'the University of Maastricht', 'Nijmegen', 'the Netherlands Foundation for Visual Arts', 'Persmuseum', 'Trouw', 'Visa', 'Maastricht Cultural Capital', 'the Royal Art Academy', 'Bredaphoto'}",11,"{'Central Africa', 'Photokina', 'Cologne', 'Germany', 'Perpignan', 'Amsterdam', 'Keulen', 'Maastricht', 'Netherlands', 'Antwerp', 'The Hague', 'Brussels', 'the Province of Limburg'}",13
374,374,Chris McGrath,Australia,"Chris McGrath started his photography career at a regional newspaper in Queensland, Australia.

After completing his newspaper cadetship and a diploma in photography, he joined Getty Images as a staff photographer based in Sydney. He continues to be on staff with Getty Images and has been based out of their New York, Singapore and Tokyo offices. Over the years he has covered major news stories and sports events including, the South East Asia Tsunami, the Tohuku Tsunami, The Battle for Mosul, the aftermath of Typhoon Haiyan, the election of Barack Obama, the fight against ISIS in Syria, five Summer Olympic games, the Superbowl and the FIFA World Cup.

His work regularly appears in major newspaper, news magazines and websites around the world and he has received awards from World Press Photo, Pictures of the Year International, NPPA, and CHIPP amongst others.

In 2015, he relocated to work out of the Getty Images Istanbul office, where he is covering Turkey and the Middle East. 

World Press Photo Involvement: 
Award-winning photographer 2013 Photo Contest
Award-winning photographer 2014 Photo Contest
Award-winning photographer 2019 Photo Contest

Chris McGrath on Social Media: 
Instagram: @cmcgrath_photo
Twitter: @cmcgrath_photo Photo credit: Nicole Tung","{'Chris McGrath', 'Typhoon Haiyan', 'Barack Obama', 'Nicole Tung', 'Getty Images'}",5,"{'the Tohuku Tsunami', 'Social Media', 'World Press Photo, Pictures of the Year International', 'CHIPP', 'Getty Images', 'ISIS'}",6,"{'Australia', 'Sydney', 'Mosul', 'Syria', 'Turkey', 'Tokyo', 'Singapore', 'Queensland', 'Istanbul', 'New York'}",10
375,375,Chris Niedenthal,Poland,,set(),0,set(),0,set(),0
376,376,Christian Bobst,Switzerland,,set(),0,set(),0,set(),0
377,377,Christian Dehon,South Africa,,set(),0,set(),0,set(),0
378,378,Christian Keenan,United Kingdom,,set(),0,set(),0,set(),0
379,379,Christian Vioujard,France,,set(),0,set(),0,set(),0
380,380,Christian Walgram,Austria,"Christian Walgram was born in 1981. He was raised in Schoeder (near Murau - Upper Styria, Austria) where he attended the elementary school. After attending the secondary modern school in St. Peter am Kammersberg for 4 years Christian went to the BORG Murau where he graduated in 2000. After graduation, he joined the Austrian military service for five years. Christian left the army and joined the team of the Austrian sports picture agency GEPA pictures in 2006. Having worked at the picture desk for almost three years, Christian decided on turning his passion into his career and changed sides—he began working as a staff photographer for GEPA pictures in 2008 and has done so ever since. Christian is married, father of two girls and lives in Eggersdorf near Graz, Austria.",{'Kammersberg'},1,"{'Murau - Upper Styria', 'Schoeder', 'GEPA', 'Eggersdorf', 'Christian Walgram'}",5,"{'St. Peter', 'Austria', 'Graz'}",3
381,381,Christian Werner,Germany,"As a teenager he developed his interest in photography while traveling to foreign countries. In 2014 he graduated the photojournalism & documentary photography course at the University of Applied Sciences in Hannover. His main interests are social diversity and global political issues. The areas of interest is mainly the arabic world and culture. Chris worked in various countries in Asia, Africa, Eastern Europe and South America. His work has been exhibited internationally. He welcomes assignments local and overseas. Since 2012, Christian is represented by Agency Laif.","{'Agency Laif', 'Chris'}",2,{'the University of Applied Sciences'},1,{'Hannover'},1
382,382,Christian Ziegler,Germany,"He is a regular contributor to National Geographic magazine and has been widely published in other magazines such as Geo, Smithsonian, and BBC Wildlife. Christian’s aim is to highlight species and ecosystems under threat and share their beauty, and importance with a broad audience. A tropical ecologist by training, he has worked in tropical rainforests on four continents, and for the past 12 years has been associate for communication with the Smithsonian Tropical Research Institute (STRI) in Panama. Ziegler photographed A Magic Web, a photography book on tropical ecology on assignment for STRI, and Deceptive Beauties, a book about wild orchids. He is a founding fellow of the International League of Conservation Photographers. Ziegler’s work has been awarded prizes in the Wildlife Photographer of the Year and the European Wildlife Photographer of the Year competitions, and in 2008, he was honored with the Vision Award by the North American Nature Photography Association. He's also won in three consecutive World Press Photo Contest awards. He lives on the edge of a rainforest national park in Central Panama, from where he starts his adventures around the world.","{'Deceptive Beauties', 'Ziegler'}",2,"{'National Geographic', 'STRI', 'the North American Nature Photography Association', 'World Press Photo Contest', 'BBC Wildlife', 'Magic', 'Smithsonian', 'the Smithsonian Tropical Research Institute', 'the European Wildlife Photographer', 'the International League of Conservation Photographers'}",10,{'Panama'},1
383,383,Christien Jaspars,The Netherlands,,set(),0,set(),0,set(),0
384,384,Christilla Huillard-Kann,none,"She produces documentaries, dramas for TV and web series, focusing on experimenting with the visual and narrative language for mobile devices and tablets. She was formerly Deputy Director of New Medias, in charge of editorial at RADIO FRANCE, the major French public radio station. She particularly focused on online storytelling through animation, photography or video. Prior to this, she was commissioning editor at ARTE FRANCE, producer and head of documentary department at Image et Cie, a French production company and journalist/reporter at public radio channel France Inter. For a short time, she also worked as a demographer at Unesco. She holds a M. Philo in demograhics and econometrics at SciencesPo Paris and a MSc in economics at the Institute for the Study of Economic and Social Development (IEDES Paris). Christilla Huillard-Kann has been on the World Press Photo Foundation Digital Storytelling Contest screening panel for the Innovative Storytelling category for the past two years.","{'Christilla Huillard-Kann', 'a M. Philo'}",2,"{'Unesco', 'RADIO FRANCE', 'the Innovative Storytelling', 'ARTE FRANCE', 'New Medias', 'the Institute for the Study of Economic and Social Development', 'Image et Cie', 'the World Press Photo Foundation Digital Storytelling Contest', 'SciencesPo Paris', 'France Inter'}",10,set(),0
385,385,Christina Rizk,Egypt,"With an interest in storytelling, visual media and social issues, Christina Rizk has been freelancing as a photojournalist for the better part of the last decade.

She was born and raised in Cairo to a German mother and an Egyptian father and grew up between many worlds. Graduating in 2019 with a Master of Arts in visual and media anthropology, Christina is excited to gain new opportunities working with development organizations in Egypt as a researcher.

Most recently she was in Iraq on a joint assignment between Médecins Sans Frontières (Doctors Without Borders) and National Geographic Arabic, where she documented humanitarian work that is often unseen, highlighting the local non-medical staff and the essential roles they play in MSF’s projects on the ground. Her work has been published in Time Magazine, The Smithsonian Magazine, The New York Times, L’Obs, Die Zeit, The Washington Post, among others. She is a member of Women Photograph and The African Photojournalism Database. 

Instagram: @christinarizk
  Image credit: Judith Rizk","{'Judith Rizk', 'Die Zeit', 'Christina Rizk'}",3,"{'National Geographic', 'The African Photojournalism Database', 'The Smithsonian Magazine', 'Médecins Sans Frontières (Doctors Without Borders', 'Time Magazine', 'The Washington Post', 'The New York Times', '@christinarizk'}",8,"{'Egypt', 'Cairo', 'Iraq'}",3
386,386,Christoph Bangert,Germany,Photo credit:Christoph Bangert by © Philipp Reiss,"{'© Philipp', 'Christoph Bangert'}",2,set(),0,set(),0
387,387,Christoph Bangert,Germany,"Christoph Bangert is a German freelance photojournalist covering international political events and conflicts. He has extensively covered the wars in Iraq and Afghanistan for The New York Times and other publications. He is the author of several books including Iraq: The Space Between (powerHouse 2007), Africa Overland (National Geographic 2013), War Porn (Kehrer 2014) and hello camel (Kehrer 2016). He is currently working on a long-term project about the Fukushima nuclear disaster.","{'Fukushima', 'Christoph Bangert'}",2,"{'National Geographic', 'The New York Times'}",2,"{'Afghanistan', 'Iraq'}",2
388,388,Christoph Gerigk,Germany,,set(),0,set(),0,set(),0
389,389,Christoph Ruckstuhl,Switzerland,,set(),0,set(),0,set(),0
390,390,Christophe Archambault,France,"Born in France in 1970, Christophe Archambault studied geography at university. He began his career as a freelance photographer working for French magazines on various stories focused on southeast Asia, from the gems business across the peninsula (through the Mogok ruby mines in northern Myanmar to the stones-cutting world capital of Chantaburi) to Phnom Penh's water festival. He joined Agence France Presse (AFP) as a picture editor in Paris in 2000, then took up a position of photographer/editor for AFP in New Delhi in 2004. Archambault spent four years in south Asia, traveling extensively across the region where he covered the parliamentary election in Afghanistan in 2005, took trips to remote districts of the northern Badakshan province along with UN missions and covered the aftermath of the killing of former Pakistani premier Benazir Bhutto in late 2007 in Pakistan. Archambault was posted as a photographer in Bangkok in September 2008 and covered the developments unfolding in Thai politics from the October 2008 riots to last year's occupation of central Bangkok by the opposition Red Shirts. He was named chief photographer at AFP's Bangkok bureau in April 2010 and since that date has coordinated photo coverage of southeast Asia.","{'Mogok', 'Benazir Bhutto'}",2,"{'AFP', 'Agence France Presse', 'Christophe Archambault', 'Red Shirts', 'UN'}",5,"{'France', 'Bangkok', 'New Delhi', 'Afghanistan', ""Phnom Penh's"", 'Paris', 'Badakshan', 'Pakistan', 'Chantaburi', 'Myanmar'}",10
391,391,Christophe Gin,France,,set(),0,set(),0,set(),0
392,392,Christopher Anderson,Canada/USA,"Christopher Anderson has been a member of Magnum Photos since 2005. He has served as a contract photographer for Newsweek and National Geographic, and is presently the first ever photographer-in-residence at New York Magazine. Anderson first gained recognition for his pictures in 1999, when he boarded a handmade, wooden boat with Haitian refugees trying to sail to America. The boat, named the Believe In God, sank in the Caribbean. In 2000, the images from that journey received the Robert Capa Gold Medal. He is the author of four monographs of photography including the book Capitolio, which was named one of the best photo books of 2009 at the Kassel Photo Book festival. His books SON and STUMP were both released in 2013. Anderson is the recipient of two World Press Photo Awards and received Germany’s LEAD award in 2013 for best documentary photographer.","{'Anderson', 'the Robert Capa Gold Medal', 'Christopher Anderson'}",3,"{'Newsweek', 'New York Magazine', 'National Geographic', 'STUMP'}",4,"{'Germany', 'America'}",2
393,393,Christopher Barham,United Kingdom,,set(),0,set(),0,set(),0
394,394,Christopher Capozziello,USA,,set(),0,set(),0,set(),0
395,395,Christopher Morris,USA,"Christopher Morris, based in Paris, was born in California in 1958 and began his career as a documentary conflict photographer working almost exclusively for Time magazine, where he has been on contract since 1990. He has been credited with redefining political coverage in America during his years working for Time at the White House, from 2000 till 2009. Simultaneously to his career as a photojournalist, Morris has expanded his work into the fashion world. He has received various awards, including the Robert Capa Gold Medal, the Olivier Rebbot Award, the Journalism Award from the Overseas Press Club, two Infinity Awards for photojournalism from the International Center of Photography in New York, the PDN Look Fashion Editorial Award, and numerous World Press Photo awards. Morris is a founding member of the photojournalist agency VII, based in New York.","{'Morris', 'Christopher Morris'}",2,"{'the Overseas Press Club', 'World Press Photo', 'Time', 'the PDN Look Fashion Editorial Award', 'the International Center of Photography', 'the Robert Capa Gold Medal'}",6,"{'California', 'New York', 'Paris', 'America'}",4
396,396,Christopher North,Gibraltar,,set(),0,set(),0,set(),0
397,397,Christopher Pillitz,Argentina,,set(),0,set(),0,set(),0
398,398,Christopher Steele-Perkins,United Kingdom,,set(),0,set(),0,set(),0
399,399,Christopher Vanegas,Mexico,"Christopher Vanegas is a Mexican photographer born in Saltillo, Coahuila. He has worked as a producer and cameraman and has collaborated with Televisión Azteca and RCG Televisión (Mexico). He currently works as a photojournalist for the Mexican newspaper Vanguardia.","{'RCG Televisión', 'Televisión Azteca', 'Christopher Vanegas'}",3,"{'Vanguardia', 'Saltillo', 'Coahuila'}",3,{'Mexico'},1
400,400,Chuck Close,USA,,set(),0,set(),0,set(),0
401,401,Chuck Fishman,USA,,set(),0,set(),0,set(),0
402,402,Cipriano Pastrano Delgado,Spain,,set(),0,set(),0,set(),0
