title,photographer,shoot day,Publication agency/magazine,award,description,Shutter Speed,Focal length,F-Stop,ISO,Camera,contest_year,prize,genere,series,persons,organizations,tot_persons,tot_organizations,places,tot_places
Haze in China,Zhang Lei,"10 December, 2015",Tianjin Daily,"2016 Photo Contest, Contemporary Issues, Singles, 1st prize","10 December, 2015
                                                    
                                A cloud of smog hangs over Tianjin, in northeastern China.
Tianjin, the fourth most populous city in China, is an industrial and logistics hub. Its port forms a gateway to the national capital, Beijing. Hazardous smog blanketing China’s northeast triggered red alerts in a number of cities throughout the month, including Beijing and Tianjin. Schools were advised to stop classes, and people were told to stay inside and restrict vehicle use.","Shutter Speed
                                            1/500","Focal length
                                            44.0 mm","F-Stop
                                            10.0","ISO
                                            100",,2016 Photo Contest, 1st prize, Contemporary Issues, Singles,,,,,,
Act of Forgiveness,Arash Khamooshi,"15 April, 2014",ISNA,"2015 Photo Contest, Spot News, Stories, 3rd prize","15 April, 2014
                                                    
                                Prison authorities bring Balal to the scaffold.
Although exact figures are not known, Iran is thought to execute more people than any country in the world, apart from China. Hangings are frequently held in public, and sometimes a murder victim’s family may participate in the punishment by pushing the chair from under a condemned prisoner.
On 15 April, a young man identified only as Balal was due to be hanged for stabbing a friend, Abdollah Hosseinzadeh, to death during a street brawl. Hosseinzadeh’s mother was present at the hanging, but at the last minute, instead of pushing the chair, she slapped Balal’s face in an act of symbolic forgiveness. Such an act puts a stop to the execution, though the victim’s family does not have a say in any subsequent jail sentence.","Shutter Speed
                                            1/250","Focal length
                                            35.0 mm","F-Stop
                                            2.8","ISO
                                            3200","Camera
                                            Canon EOS-1D X",2015 Photo Contest, 3rd prize, Spot News, Stories,,,,,,
Final Fight for Maidan,Jérôme Sessini,"19 February, 2014",Magnum Photos for De Standaard,"2015 Photo Contest, Spot News, Stories, 2nd prize","19 February, 2014
                                                    
                                After several months of violence, anti-government protesters remained mobilized by holding barricades in Kiev’s Independence Square, known simply as the Maidan.","Shutter Speed
                                            1/125","Focal length
                                            50 mm","F-Stop
                                            8","ISO
                                            100",,2015 Photo Contest, 2nd prize, Spot News, Stories,,,,,,
Crime Without Punishment,Jérôme Sessini,"17 July, 2014",Magnum Photos for Time / De Standaard,"2015 Photo Contest, Spot News, Stories, 1st prize","17 July, 2014
                                                    
                                A Malaysia Airlines Boeing 777 bearing 298 people headed from Amsterdam to Kuala Lumpur was shot down on 17 July 2014, apparently by a Russian-made missile.","Shutter Speed
                                            1/125","Focal length
                                            15.0 mm","F-Stop
                                            6.3","ISO
                                            800","Camera
                                            E-M1",2015 Photo Contest, 1st prize, Spot News, Stories,,,,,,
Air Strike on IS Militants,Bulent Kilic,"23 October, 2014",Agence France-Presse,"2015 Photo Contest, Spot News, Singles, 3rd prize","23 October, 2014
                                                    
                                Islamic State (IS) group militants stand near an airstrike on Tilsehir hill on the Turkish border with Syria at the village of Yumurtalik, Sanliurfa province, Turkey.","Shutter Speed
                                            1/320","Focal length
                                            650mm","F-Stop
                                            4.8","ISO
                                            800","Camera
                                            Nikon D4",2015 Photo Contest, 3rd prize, Spot News, Singles,,,,,,
Beach Casualties,Tyler Hicks,"16 July, 2014",The New York Times,"2015 Photo Contest, Spot News, Singles, 2nd prize","16 July, 2014
                                                    
                                Israeli artillery struck a beach in Gaza City during the country’s 50-day war with Hamas in the summer of 2014, killing four young boys and injuring one young adult.","Shutter Speed
                                            1/250","Focal length
                                            50.0 mm","F-Stop
                                            14.0","ISO
                                            200","Camera
                                            Canon EOS 5D Mark III",2015 Photo Contest, 2nd prize, Spot News, Singles,,,,,,
Istanbul Protest,Bulent Kilic,"12 March, 2014",Agence France-Presse,"2015 Photo Contest, Spot News, Singles, 1st prize","12 March, 2014
                                                    
                                A young girl was wounded during clashes between riot police and protestors after the funeral of Berkin Elvan, a 15-year-old boy who died from injuries suffered during anti-government protests.","Shutter Speed
                                            1/160","Focal length
                                            35mm","F-Stop
                                            1.4","ISO
                                            3200","Camera
                                            Nikon D4",2015 Photo Contest, 1st prize, Spot News, Singles,,,,,,
Conquering Speed,Sergei Ilnitsky,"12 December, 2014",,"2015 Photo Contest, Sports, Stories, 2nd prize","12 December, 2014
                                                    
                                Ski jumping is a sport of courageous and strong athletes who overcome fear and uncertainty to challenge flight. Years of training help them understand the wind streams and subdue themselves to an unrealistic speed for a human.","Shutter Speed
                                            1/15","Focal length
                                            200.0 mm","F-Stop
                                            6.3","ISO
                                            400",,2015 Photo Contest, 2nd prize, Sports, Stories,,,,,,
Ground Pass Holders,Kieran Doherty,"24 June, 2014",,"2015 Photo Contest, Sports, Stories, 1st prize","24 June, 2014
                                                    
                                A ball flying above a fence is often the first glimpse a Ground Admissions pass-holder will have before setting eyes on a court at the Wimbledon Championships.
Spectators unable to secure tickets to any of the major show courts at the Wimbledon Championships may make do with a Grounds Admission pass. This entitles them to wander around the outside tennis courts, where there are unreserved seats and standing is allowed. Even so, capacity is limited, and at times spectators may only be admitted as others leave. Most players, except the top seeds, can at some point during the Championships be seen playing on the outside courts.","Shutter Speed
                                            1/2000","Focal length
                                            50mm","F-Stop
                                            3.4","ISO
                                            160","Camera
                                            M9 Digital Camera",2015 Photo Contest, 1st prize, Sports, Stories,,,,,,
63 Not Out,Mark Metcalfe,"25 November, 2014",,"2015 Photo Contest, Sports, Singles, 3rd prize","25 November, 2014
                                                    
                                Members of the New South Wales team assist batsman Phillip Hughes of the opposing South Australia team, after he was struck by a ball during a cricket match.
Balls delivered by fast bowlers in cricket can surpass speeds of 150 kilometers per hour. Hughes was wearing a helmet, but was hit in an unprotected area just behind his left ear. After undergoing surgery in hospital, Hughes was placed in an induced coma. He died on 27 November, having never regained consciousness, three days before his 26th birthday. His death evoked an enormous reaction, internationally as well as nationally. In a symbolic gesture, the official scorecard for his final match was adjusted from ‘retired hurt’—the usual wording for a player who has left the field after injury—to ‘63 not out’, which would indicate that he was still batting when the match ended.","Shutter Speed
                                            1/2656","Focal length
                                            560.0 mm","F-Stop
                                            4.0","ISO
                                            400","Camera
                                            Canon EOS-1D X",2015 Photo Contest, 3rd prize, Sports, Singles,,,,,,
The Beckham Catch,Al Bello,"23 November, 2014",Getty Images,"2015 Photo Contest, Sports, Singles, 2nd prize","23 November, 2014
                                                    
                                Odell Beckham of the New York Giants makes a one-handed touchdown catch, in the second quarter against the Dallas Cowboys at the MetLife Stadium, on 23 November. He made the catch, despite pass interference, while diving backwards with full extension of his right hand using only three fingers. Leading footballers dubbed it the ‘catch of the year’, and Beckham’s jersey from the match was later put on display in the Pro Football Hall of Fame.","Shutter Speed
                                            1/2048","Focal length
                                            100.0 mm","F-Stop
                                            4.0","ISO
                                            3200","Camera
                                            Canon EOS-1D X",2015 Photo Contest, 2nd prize, Sports, Singles,,,,,,
The Final Game,Bao Tailiang,"14 July, 2014",Chengdu Economic Daily,"2015 Photo Contest, Sports, Singles, 1st prize","14 July, 2014
                                                    
                                Argentine player Lionel Messi faces the World Cup trophy during the final ceremony at Maracana Stadium, in Rio de Janeiro, Brazil, on 13 July.
Argentina lost to Germany 1-0, after a goal by Mario Götze in extra time. Messi, who is ranked as one of the best footballers in the world, was awarded the Golden Ball, as the tournament’s best player—a decision that sparked controversy, as he had scored no goals in the knock-out stage.","Shutter Speed
                                            1/500","Focal length
                                            560mm","F-Stop
                                            F/4","ISO
                                            5000","Camera
                                            Canon EOS-1D X",2015 Photo Contest, 1st prize, Sports, Singles,,,,,,
Cadets,Paolo Verzone,"18 December, 2013",Agence VU,"2015 Photo Contest, Portraits, Stories, 3rd prize","18 December, 2013
                                                    
                                Portraits of cadets from the most important military academies of Europe.","Shutter Speed
                                            0.5","Focal length
                                            80.0 mm","F-Stop
                                            6.3","ISO
                                            100","Camera
                                            P45+",2015 Photo Contest, 3rd prize, Portraits, Stories,,,,,,
Russian Interiors,Andy Rocchelli,"10 December, 2010",CESURA,"2015 Photo Contest, Portraits, Stories, 2nd prize","10 December, 2010
                                                    
                                Russian women are portrayed in the interiors of their own homes, in the moments just before or after posing for a photograph that would be used for a dating website.",,,,,,2015 Photo Contest, 2nd prize, Portraits, Stories,,,,,,
Miracle Village,Sofia Valiente,"12 January, 2014","Fabrica, courtesy of Daniel Blau, Munich/London","2015 Photo Contest, Portraits, Stories, 1st prize","12 January, 2014
                                                    
                                In South Florida, on the southeast corner of Lake Okeechobee, is a small community called Miracle Village, home to more than 100 convicted sex offenders.","Shutter Speed
                                            1/400","Focal length
                                            35.0 mm","F-Stop
                                            10.0","ISO
                                            160","Camera
                                            Canon EOS 5D Mark II",2015 Photo Contest, 1st prize, Portraits, Stories,,,,,,
Disco Girl,Lisa Krantz,"31 October, 2014",San Antonio Express-News,"2015 Photo Contest, Portraits, Singles, 3rd prize","31 October, 2014
                                                    
                                Amorie West, dressed as a disco girl, adjusts her gloves before a Halloween party at her housing complex in San Antonio, Texas, USA.","Shutter Speed
                                            1/197","Focal length
                                            35.0 mm","F-Stop
                                            2.8","ISO
                                            800","Camera
                                            Canon EOS 5D Mark III",2015 Photo Contest, 3rd prize, Portraits, Singles,,,,,,
Accused,Liu Song,"06 May, 2014",,"2015 Photo Contest, Portraits, Singles, 2nd prize","06 May, 2014
                                                    
                                A woman suspected of engaging in illegal sex trade is held for questioning at a police station.","Shutter Speed
                                            1/60","Focal length
                                            45.0 mm","F-Stop
                                            3.2","ISO
                                            1000","Camera
                                            Nikon D3S",2015 Photo Contest, 2nd prize, Portraits, Singles,,,,,,
Laurinda,Raphaela Rosella,"18 May, 2014",Oculi,"2015 Photo Contest, Portraits, Singles, 1st prize","18 May, 2014
                                                    
                                Laurinda waits in her purple dress for the bus that will take her to Sunday School.",,,,,"Camera
                                            Hasselblad 500 c/m",2015 Photo Contest, 1st prize, Portraits, Singles,,,,,,
Cold Blood Colombia,Paolo Marchetti,"30 April, 2014",,"2015 Photo Contest, Nature, Stories, 3rd prize","30 April, 2014
                                                    
                                Freshly slaughtered caimans lie in what workers call ‘the hall of sacrifice’, at a Caiman farm in northern Colombia.

                            
                                                    
                                The skin of Colombian caimans, once considered inferior to alligator or crocodile, is now prized for its durability and quality. Production has soared since the 1990s. These days, most skins are obtained from farmed animals, rather than from the wild, and farmers are legally obliged to return a number of caiman to the wild to replenish natural stocks.","Shutter Speed
                                            1/10","Focal length
                                            32.0 mm","F-Stop
                                            8.0","ISO
                                            100","Camera
                                            Nikon D600",2015 Photo Contest, 3rd prize, Nature, Stories,,,,,,
Vegetables with an Attitude,Christian Ziegler,"12 September, 2013",National Geographic Magazine/GEO,"2015 Photo Contest, Nature, Stories, 2nd prize","12 September, 2013
                                                    
                                A Villose pitcher plant (Nepenthes villosa) growing among orchids, 3,100 meters above sea level, on the slopes of Mount Kinabalu on the island of Borneo. Its pitcher-shaped leaves trap and digest small organisms. Snails often use the pitchers of this species to lay their eggs in—a reliably moist and safe environment that is hard to find on the steep slopes, in harsh sunlight.
Carnivorous plants have evolved in a number of different parts of the world, generally in response to low-nutrient environments. While other plants are struggling to find nutrients such as phosphorus and nitrogen, carnivorous plants gather food in ingenious ways. Until recently, scientists thought all carnivorous plants operated in a similar way, catching insects and digesting them. But we are now discovering plant-animal interaction to be more complex, and to involve all manner of sophisticated symbiotic relationships.

                            
                                                    
                                Carnivorous plants have evolved repeatedly in different parts of the world, always in response to super low nutrient environments. While other plants are struggling to find nutrients like phosphorus and nitrogen, carnivorous plants catch these themselves in ingenious ways. Until recently scientists thought they all operated in a similar way, catching bugs and digesting them. However, we are now discovering that things are much more complicated, with an amazing variety of complex plant-animal interactions.","Shutter Speed
                                            1/6","Focal length
                                            16.0 mm","F-Stop
                                            18.0","ISO
                                            320","Camera
                                            Canon EOS 5D Mark III",2015 Photo Contest, 2nd prize, Nature, Stories,,,,,,
Mindsuckers,Anand Varma,"19 April, 2012",National Geographic,"2015 Photo Contest, Nature, Stories, 1st prize","19 April, 2012
                                                    
                                When a male sheep crab (Loxorhynchus grandis) is infected by Heterosaccus californicus, a parasitic barnacle, it stops developing fighting claws, and its abdomen widens, providing a womb for the barnacle to fill with its brood pouch. Nurtured by the crab, the eggs hatch. Thousands of baby barnacles disperse to infect anew.
Many parasites not only feed off their hosts, but appear to manipulate the host’s behavior in a way that is advantageous to the parasite’s life cycle. Recent research indicates that this influence occurs at a genetic level—certain parasite genes seem to be able to take control of the host’s brain. Research has shown that in some cases a single parasite gene is responsible for altering the host’s behavior, though in most instances it is thought that the phenomenon is brought about by a combination of genes.

                            
                                                    
                                Many parasites not only feed off their hosts, but appear to manipulate the host’s behavior in a way that is advantageous to the parasite’s life cycle. Recent research indicates that this influence occurs at a genetic level—certain parasite genes seem to be able to take control of the host’s brain. Research has shown that in some cases a single parasite gene is responsible for altering the host’s behavior, though in most instances it is thought that the phenomenon is brought about by a combination of genes.","Shutter Speed
                                            1/197","Focal length
                                            100.0 mm","F-Stop
                                            16.0","ISO
                                            160","Camera
                                            Canon EOS 5D Mark III",2015 Photo Contest, 1st prize, Nature, Stories,,,,,,
Indonesia’s Last Orangutans,Sandra Hoyn,"16 April, 2014",,"2015 Photo Contest, Nature, Singles, 3rd prize","16 April, 2014
                                                    
                                Sumatra, Indonesia
Angelo, a 14-year-old male orangutan, lies waiting for medical examination, in the Sumatran Orangutan Conservation Program (SOCP) care center in North Sumatra. He was found with air-gun pellets embedded in his body, in a palm-oil plantation. Globally, the demand for palm oil (used in food, cosmetics, and as bio-fuel) is growing rapidly, and Indonesia is a market leader. The loss of their rainforest habitat, largely to make way for palm plantations, has brought orangutans almost to extinction in Indonesia. The SOCP has rescued some 280 orangutans from plantations, poachers and pet-owners, and returned more than 200 to the wild.","Shutter Speed
                                            1/60","Focal length
                                            24.0 mm","F-Stop
                                            2.8","ISO
                                            4000","Camera
                                            Nikon D3",2015 Photo Contest, 3rd prize, Nature, Singles,,,,,,
Orphaned Rhino,Ami Vitale,"23 November, 2014",National Geographic,"2015 Photo Contest, Nature, Singles, 2nd prize","23 November, 2014
                                                    
                                A group of young Samburu warriors touch a black rhino for the first time in their lives, at the Lewa Wildlife Conservancy, in northern Kenya. Most people in Kenya never get the opportunity to see the wildlife living around them, especially at such close quarters.","Shutter Speed
                                            1/160","Focal length
                                            28.0 mm","F-Stop
                                            14.0","ISO
                                            320","Camera
                                            Nikon D4S",2015 Photo Contest, 2nd prize, Nature, Singles,,,,,,
Monkey Training for a Circus,Yongzhi Chu,"29 November, 2014",,"2015 Photo Contest, Nature, Singles, 1st prize","29 November, 2014
                                                    
                                A rhesus macaque cowers as its trainer approaches, while training for a circus act, in Suzhou, eastern China.
Performing animals in circuses and zoos are enormously popular in China. After years of pressure from animal-welfare groups, the Chinese government has banned animal circuses, and implemented regulations to stop abuse at state-owned zoos, but many trainers say they have not heard of the ban, nor have any intention of stopping. Authorities in Suzhou, which with its 300 troupes is known as the hometown of circus in China, have announced plans for developing alternative circus entertainment, without performing animals.","Shutter Speed
                                            1/2048","Focal length
                                            73.0 mm","F-Stop
                                            4.0","ISO
                                            3200","Camera
                                            Canon EOS-1D X",2015 Photo Contest, 1st prize, Nature, Singles,,,,,,
Development and Pollution,Lu Guang,"17 November, 2014",for Greenpeace International,"2015 Photo Contest, Long-Term Projects, Stories, 3rd prize","17 November, 2014
                                                    
                                Many factories are found in the western part of Qian’an. Every day, their chimneys discharge thick smoke. Many large steel factories are located there, such as Qiangang, Jiujiang, Songting, Yanshan. That area is covered with smoke and dust. It is one of the cities with the most serious pollution in China.
China is now the world’s second-largest economy. Its economic development has consumed lots of energy and generated plenty of pollution. A habit of directly discharging unprocessed industrial sewage, exhaust gas and waste material has led to pollution of farmlands, grasslands and drinking water as well as the ocean and the air. Over the past 10 years, factories have been moved from the country’s east to its central and western parts, thus greatly expanding the polluted area and increasing the severity of the the situation.
Although the environmental protection administration has shut down many small enterprises with serious pollution emission, some still continue to discharge contaminants illegally. Some have adopted covert operations, such as releasing the smoke and gas waste at night. The sewage channel is embedded into the river and ocean for discharging pollution. Western factories have large evaporation ponds to store sewage, but the sewage sinks into the ground, thus polluting the water source.
Minerals, such as coal and iron, are expanded to large-scale predatory strip mine exploitation from the original underground mining. Grassland has been turned into desert. Fertile farmland has given way to barren mountains. Herdsmen no longer have grassland. Farmers have lost their farms, their own homelands destroyed, thus causing the villagers to become displaced. Winds carry the exposed coal dust and sand, causing smog. Smog, in turn, forces middle and primary schools to close. Flights get delayed. The highway gets shut down.
The number of hospital patients with respiratory disease goes up. Food and drinking water is polluted, which leads to cancer, so common China has seen the emergence of ‘cancer villages’. China’s environmental pollution has already exerted great threats to the people’s life and security.","Shutter Speed
                                            1/790","Focal length
                                            200.0 mm","F-Stop
                                            11.0","ISO
                                            200","Camera
                                            Canon EOS 5D Mark III",2015 Photo Contest, 3rd prize, Long-Term Projects, Stories,,,,,,
Side Effects,Kacper Kowalski,"19 July, 2011",Panos Pictures,"2015 Photo Contest, Long-Term Projects, Stories, 2nd prize","19 July, 2011
                                                    
                                52°46’28.98”N 18°7’25.95”E
Kacper Kowalski is a pilot and a photographer. 'Side Effects' is a documentary project about the complex relationship between humans and nature. The photos were shot either from a paraglider or a gyroplane, some 150 meters above the ground, mainly in the area around Gdynia, in Poland, where Kowalski lives. In this work, Kowalski explores answers to questions that deeply interest him: What is the natural environment for humans? Is it an untouched, virgin landscape? Or is it a landscape that has changed, adapted to human needs?
Kowalski sees his work as offering a graphic and sometimes abstract portrait of how civilization came into being. For Kowalski, the content of the photo is less important than the reactions, reflections, and ideas that arise when looking at it. He would like the project to be a starting point for discussion about what is good or bad, necessary or optional, in the relationship between humans and nature.
The camera is never connected to a remote control, and Kowalski never uses a drone. He wants to be up there, camera in hand. And he flies alone. That means he doesn’t have to explain anything, or rely on another person’s spatial imagination. It means he can fly precisely.
Side Effects is more a method of visual storytelling than a concrete set of pictures. It is an ongoing project that will continue to be modified.","Shutter Speed
                                            1/1000","Focal length
                                            50.0 mm","F-Stop
                                            10.0","ISO
                                            400","Camera
                                            Nikon D3X",2015 Photo Contest, 2nd prize, Long-Term Projects, Stories,,,,,,
Family Love 1993-2014,Darcy Padilla,"28 April, 2012",Agence Vu,"2015 Photo Contest, Long-Term Projects, Stories, 1st prize","28 April, 2012
                                                    
                                Jason hugs Elyssa on her fourth birthday.
The photographer, Darcy Padilla, first met Julie Baird on 28 January 1993. Julie was then 18, and was standing barefoot in the lobby of the Ambassador Hotel in San Francisco, with an eight-day-old child in her arms. She was HIV positive, and had a history of drug abuse. For the next 21 years, Padilla documented Julie’s life, and that of her family, until Julie’s death in 2010. After Julie died, Padilla continued to follow the family’s story.
Julie Baird ran away from home at the age of 14, and was a drug addict by the time she was 15, living in alleys and crack dens. Her earliest memory of her own childhood was of getting drunk with her mother at the age of six, then being sexually abused by her stepfather. When Padilla met her, Julie was living with Jack, the father of her first child, Rachel. It was through Jack that Julie became infected with HIV. Julie left Jack in 1994, because he beat her. For a while, Julie lived alone with Rachel, mostly in hotel rooms, moving twelve times in one year. In 1996, she had another child, Tommy, but the father wanted nothing to do with Julie or the baby. After five months with Rachel and Tommy at a Salvation Army live-in program, Julie moved in with a man she had met there, Paul. He was later sentenced to jail for physically abusing Tommy. After losing custody of Rachel and Tommy, Julie entered a rehab program, hoping to be reunited with them.
While in rehab, Julie, now 24, met Jason Dunn, two years younger than she and also HIV positive. Jason, too, had gone through a troubled childhood, and had run away from his adoptive family at the age of 15, surviving for a while as a male prostitute. Over the next three years, Julie and Jason had three children together: Jordan, Ryan and Jason Jr. All three, like Rachel and Tommy, were eventually taken into care by the state.  Julie and Jason served a nine-month jail sentence for abducting Jordan from hospital soon after the birth, so that he wouldn’t be taken up for adoption.
In 2005, Padilla came across an internet posting by someone looking for Julie. It turned out to be from her biological father, who for three decades had been trying to track her down. Julie and Jason moved to Alaska to be with him, and they had a year together before he died of a heart attack. Later, Padilla also located Jason Jr (now known as Zach) living happily with his adoptive parents, and arranged a meeting with Julie.
In 2008, Julie gave birth to a daughter, Elyssa, but by 2010 life was difficult again. Jason, Julie and Elyssa were living in Alaska, in a house without electricity or running water, more than 12 kilometers from the nearest town, and Julie was very ill. She died, of AIDS-related illnesses, on 27 September 2010, at the age of 36.

	After coming across Julie’s story, Jason’s adoptive parents offered to help. Jason moved with Elyssa to live near them, in a furnished apartment they provided in Portland, Oregon, but he could not cope with life as a single parent. Elyssa would often rage at him, blaming him for her mother’s death. Later, Elyssa was taken into care, first by Jason’s adoptive sister, and then by a foster family. Jason was jailed for 17 years in 2013, for sexual abuse of a minor, a charge he denies.
Elyssa continues to live with her new family, and is working on coming to terms with her relationship with Julie and with Jason. In 2014, Padilla received an email from a happily married Rachel, who had come across The Julie Project, and said that knowing her mother’s story had helped her to heal.
“The story of Julie Baird and her family is a complex one: a story of poverty, AIDS, drugs, multiple homes, relationships, births, deaths and reunion. By focusing on one woman’s struggle, I hoped to provide an in-depth look at social issues surrounding disadvantage and HIV, but I also wanted to create a record for Julie’s children of their mother’s story.”—Darcy Padilla",,,,,,2015 Photo Contest, 1st prize, Long-Term Projects, Stories,,,,,,
Gaza Conflict,Sergey Ponomarev,"23 July, 2014",The New York Times,"2015 Photo Contest, General News, Stories, 3rd prize","23 July, 2014
                                                    
                                Two brothers of the El Agha family mourn their father, killed during the shelling of the town of Khan Yunis, in southern Gaza.

                            
                                                    
                                After weeks of rising tension following the killing of three Israeli teenagers, Israel launched a major offensive against Hamas in Gaza. Hamas had fired rockets into Israel on 7 July, after a series of Israeli air strikes in which several Hamas members had been killed. On 8 July, Israel launched Operation Protective Edge, aimed at stopping the rocket attacks, and destroying Hamas capabilities, in particular the smuggling tunnels that had been built between Gaza and Egypt. The offensive lasted seven weeks, during which more than 2,100 people were killed in Gaza, 69 percent of which, according to the UN, were civilians. In Israel, six civilians and 67 soldiers were killed. Amnesty International published a report that criticized Israel’s ‘grossly disproportionate’ responses, but suggested violations of international law on both sides.","Shutter Speed
                                            1/160","Focal length
                                            27.0 mm","F-Stop
                                            2.8","ISO
                                            1000","Camera
                                            Nikon D800",2015 Photo Contest, 3rd prize, General News, Stories,,,,,,
Mass Abduction in Nigeria,Glenna Gordon,"13 May, 2014",for The Wall Street Journal / Time,"2015 Photo Contest, General News, Stories, 2nd prize","13 May, 2014
                                                    
                                School uniforms belonging to three of the kidnapped girls.

                            
                                                    
                                On 14 April 2014, 276 girls were abducted from their school dormitory in Chibok, a remote town in Northern Nigeria, by the militant Islamist group Boko Haram. Schools in the area had been shut down due to Boko Haram attacks, but the girls had returned to sit their final exams. Boko Haram (whose name translates roughly as ‘Western education is forbidden’) seeks the establishment of an Islamic state in Nigeria, and opposes the concentration of wealth among what it sees as a Christian elite in the south of the country. The group opposes secular education, especially for girls, and has for some years been attacking schools, killing civilians, kidnapping pupils, and conducting forced recruitment into its ranks. Around 50 of the Chibok girls managed to escape, but the fate of the remainder remains unclear. Efforts by the Nigerian government to rescue them or negotiate their release proved ineffective, although a hashtag campaign, #BringBackOurGirls, led to extensive media attention.","Shutter Speed
                                            1/125","Focal length
                                            43","F-Stop
                                            11","ISO
                                            100","Camera
                                            Canon EOS 5D Mark III",2015 Photo Contest, 2nd prize, General News, Stories,,,,,,
Ebola in Sierra Leone,Pete Muller,"23 November, 2014",Prime for National Geographic / The Washington Post,"2015 Photo Contest, General News, Stories, 1st prize","23 November, 2014
                                                    
                                Medical staff escort a man, delirious in the final stages of Ebola, back into the isolation ward from which he had escaped, in Hastings, near the capital Freetown. The man had attempted to climb over the back wall of the complex, before collapsing in a convulsive state. A complete breakdown of mental facilities is a common stage of advanced Ebola. The man died shortly after this picture was taken.

                            
                                                    
                                The first cases of a new outbreak of the deadly Ebola virus in Sierra Leone were reported in May. There is no cure for Ebola, and the fatality rate can be as high as 90 percent. The virus causes high fever, vomiting, and diarrhea, as well as internal and external bleeding. It is highly contagious, being passed on by sweat, blood and other bodily fluids. Extreme care has to be taken to avoid infection while treating patients, and in burying victims.  The healthcare system in Sierra Leone, one of the world’s poorest countries, was not equipped to cope with the disease, and assistance from foreign NGOs became crucial. By the end of the year, 2,758 people had died of Ebola in Sierra Leone. The disease also ravaged neighboring Guinea and Liberia, with 7,880 deaths reported across the three countries overall in 2014.","Shutter Speed
                                            1/160","Focal length
                                            35.0 mm","F-Stop
                                            6.3","ISO
                                            200","Camera
                                            Canon EOS-1Ds Mark II",2015 Photo Contest, 1st prize, General News, Stories,,,,,,
"Bosa, Bosa, Bosa!",Gianfranco Tripodo,"24 April, 2014",Contrasto,"2015 Photo Contest, General News, Singles, 3rd prize","24 April, 2014
                                                    
                                A migrant hides from the Guardia Civil in Melilla, an enclave of Spanish territory in North Africa.
Three six-meter-high fences separate Melilla from Morocco, yet for decades people seeking a better life in Europe have attempted to scale the fences and reach Spanish soil. Some 6,000 such crossings were reported in Melilla and its sister enclave, Ceuta, in 2014. Very few migrants are granted political asylum; those who are not are taken to the mainland and handed an order to leave, but most cannot be deported as Spain does not have relevant treaties with their countries of origin. The man hiding beneath the vehicle managed in this instance to avoid capture.","Shutter Speed
                                            1/25","Focal length
                                            50.0 mm","F-Stop
                                            4.0","ISO
                                            1000","Camera
                                            Canon EOS 5D Mark III",2015 Photo Contest, 3rd prize, General News, Singles,,,,,,
Rescue Operation,Massimo Sestini,"07 June, 2014",,"2015 Photo Contest, General News, Singles, 2nd prize","07 June, 2014
                                                    
                                Refugees crowd on board a boat some 25 kilometers from the Libyan coast, prior to being rescued by an Italian naval frigate working as part of Operation Mare Nostrum (OMN). The search-and-rescue operation was put in place by the Italian government, in response to the drowning of hundreds of migrants off the island of Lampedusa at the end of 2013. The numbers of people risking their lives to cross the Mediterranean Sea rose sharply in 2014, as a result of conflicts or persecution in Syria, the Horn of Africa, and other sub-Saharan countries.
OMN involved the Italian Red Cross, Save the Children, and other NGOs in an effort not only to rescue lives, but to provide medical help, counseling, and cultural support. Naval officers were also empowered to arrest human traffickers and seize their ships. In its one year of operation, OMN brought 330 smugglers to justice, and saved more than 150,000 people, at least a quarter of which were refugees from Syria. The operation was disbanded in October, and replaced by Triton, an operation conducted by the EU border agency Frontex, focusing more on surveillance than rescue.","Shutter Speed
                                            1/1000","Focal length
                                            100mm","F-Stop
                                            4.5","ISO
                                            400",,2015 Photo Contest, 2nd prize, General News, Singles,,,,,,
Kitchen Table,Sergei Ilnitsky,"26 August, 2014",European Press Photo agency,"2015 Photo Contest, General News, Singles, 1st prize","26 August, 2014
                                                    
                                A kitchen table in Donetsk, on 26 August, a day on which several districts of the city came under artillery fire from government troops.
Protests in February had toppled Ukrainian leader Viktor Yanukovych from power, and installed the pro-European Petro Poroshenko as president. Separatists in the largely Russian-speaking east of the country demanded greater autonomy and stronger links with Russia.
In April, rebels seized government buildings and established self-proclaimed people’s republics in the eastern regions of Donetsk and Luhansk. Pro-Russian separatists in Donetsk later asked Moscow to deploy troops in the area and consider absorbing eastern Ukraine into Russia. Clashes between government and separatist forces over the ensuing weeks resulted in heavy casualties on both sides. Russia conducted a number of military exercises near the Ukrainian border, while Ukraine and NATO officials accused Russia of arming the rebels and invading Ukrainian territory with military units and personnel, a claim that Moscow denied.","Shutter Speed
                                            1/1000","Focal length
                                            63.0 mm","F-Stop
                                            2.8","ISO
                                            2000","Camera
                                            Canon EOS-1D X",2015 Photo Contest, 1st prize, General News, Singles,,,,,,
